it	posterior	prior	BD_lik	root_age	death_age	beta	lambda_0	mu_0	mu_1	shift_ex_1	tot_length
119000	-332.08776592326871	-15.114332578408117	-316.97343334486061	1073.0	64.0	1.0	0.0047502208442650766	0.0012825853311459962	0.010333262579869868	634.87041793187871	7702.0
120000	-331.29339370123637	-15.084540842925202	-316.20885285831116	1073.0	64.0	1.0	0.0051508216901640516	0.0022060438839847057	0.0082512939311382653	644.59871699595692	7702.0
121000	-332.10647161833958	-15.092435634626504	-317.01403598371309	1073.0	64.0	1.0	0.0056387876584536025	0.0014075726839992834	0.011111126739713007	643.7144062771066	7702.0
122000	-332.29836003029362	-15.055237485244838	-317.24312254504878	1073.0	64.0	1.0	0.0046380838607255302	0.0023786149883712969	0.011782720477707249	644.4785164042255	7702.0
123000	-332.04332511856796	-15.031530771477078	-317.01179434709087	1073.0	64.0	1.0	0.0059860725323267697	0.0027393860842236076	0.010035798774644946	644.41257449182092	7702.0
124000	-331.57181935985795	-15.08635391186975	-316.48546544798819	1073.0	64.0	1.0	0.0045096691139608633	0.002133985806644703	0.010212228200590357	648.88967956993918	7702.0
125000	-331.57447315209578	-15.068926970176056	-316.50554618191973	1073.0	64.0	1.0	0.0051572714109624053	0.0025025666389396324	0.0080839950793128064	640.17978938584088	7702.0
126000	-331.70755518023367	-15.054213012757323	-316.65334216747635	1073.0	64.0	1.0	0.0049058459500936598	0.002776593036106779	0.0097834682872060125	646.94723556154872	7702.0
127000	-332.0649360365984	-15.082608907477022	-316.98232712912136	1073.0	64.0	1.0	0.0048663872214785662	0.0026888870264090447	0.0077429638505720827	649.71455180835096	7702.0
128000	-333.96876808824345	-15.175083972473987	-318.79368411576945	1073.0	64.0	1.0	0.0051840131452465564	0.00078609882150334934	0.0095573849512808132	646.93947732691322	7702.0
129000	-331.09687888811595	-15.076211320948875	-316.0206675671671	1073.0	64.0	1.0	0.0054938487892759119	0.0018836267186085327	0.009492294500750724	640.19368174157194	7702.0
130000	-331.40409821116418	-15.058285886259053	-316.34581232490513	1073.0	64.0	1.0	0.0059044477631474291	0.0021554243961590409	0.0089748899741188045	637.46025849479986	7702.0
131000	-331.09664505327754	-15.081830481363813	-316.01481457191375	1073.0	64.0	1.0	0.0052130442367924685	0.0017812926112418816	0.0097380530406541068	637.93501721120924	7702.0
132000	-330.68099113552711	-15.054210819414878	-315.62678031611222	1073.0	64.0	1.0	0.0055040635374374695	0.0018640851994430841	0.010766941939862927	629.19367812346479	7702.0
133000	-331.85012410259583	-15.057269300225064	-316.79285480237075	1073.0	64.0	1.0	0.0045187411101235316	0.0026457694039650134	0.008848182709944967	630.25178667820728	7702.0
134000	-331.02588524100844	-15.02665036569045	-315.999234875318	1073.0	64.0	1.0	0.0045890757678911827	0.002874091337085387	0.010088807135657319	620.41124096143869	7702.0
135000	-330.61702664907983	-15.04904112727549	-315.56798552180436	1073.0	64.0	1.0	0.0054887355287623072	0.001934502652007313	0.010178940210046738	622.10900899656747	7702.0
136000	-332.98238184492078	-14.963919648739305	-318.01846219618147	1073.0	64.0	1.0	0.005688178684034248	0.0037931279322540932	0.013246270869139772	628.90505799884602	7702.0
137000	-330.48004899952463	-15.050870726169649	-315.42917827335498	1073.0	64.0	1.0	0.0051125686545290192	0.0020247702569572644	0.01026718731933356	622.5134664863067	7702.0
138000	-333.30258514446513	-15.072969932654196	-318.22961521181094	1073.0	64.0	1.0	0.0040550827103082365	0.001499198195012726	0.013586639589229494	616.85945029568404	7702.0
139000	-332.58653588119085	-15.009065894363825	-317.57746998682705	1073.0	64.0	1.0	0.0047328878945085123	0.0036728079355701449	0.0087118251283116836	615.61238239036072	7702.0
140000	-331.24521775528723	-15.015267940104813	-316.22994981518241	1073.0	64.0	1.0	0.0062203808753374598	0.0024295526109438703	0.0094044233140159576	614.20656781072228	7702.0
141000	-331.56488924706088	-14.974097037444256	-316.59079220961661	1073.0	64.0	1.0	0.0054164036615865635	0.0027123896202048666	0.013932001587681837	602.24696224921627	7702.0
142000	-331.37678671259386	-14.98158162599028	-316.3952050866036	1073.0	64.0	1.0	0.0058364934811559171	0.0032090464783873416	0.010816483652416949	613.92916215860771	7702.0
143000	-331.13082205364526	-15.046165541845788	-316.08465651179949	1073.0	64.0	1.0	0.005692268604494349	0.0021918579218329847	0.00854999789252202	618.8791068314257	7702.0
144000	-331.62662332455886	-15.074187497791684	-316.55243582676718	1073.0	64.0	1.0	0.0044397374871798642	0.0015740899880419068	0.010175831311863384	603.43249286289836	7702.0
145000	-330.40821851511208	-15.021150794367745	-315.38706772074431	1073.0	64.0	1.0	0.0051243156762612345	0.0023612299734547012	0.0099817742604035725	601.31385876206809	7702.0
146000	-331.98741309289255	-14.984803598912682	-317.00260949397989	1073.0	64.0	1.0	0.0066564293852610437	0.0022102577341532267	0.012420555742905999	602.55801351782839	7702.0
147000	-331.38577874582109	-15.020600277510917	-316.36517846831015	1073.0	64.0	1.0	0.0053749950458762364	0.00271457834955501	0.0081755718201761193	600.62791914001207	7702.0
148000	-334.17506555037312	-14.991021116741273	-319.18404443363187	1073.0	64.0	1.0	0.0060042792867640703	0.0037606305649749566	0.0072923091387052871	603.2041015252197	7702.0
149000	-331.51517457604234	-14.981420472015824	-316.53375410402651	1073.0	64.0	1.0	0.0051300238648184174	0.0027269311161420987	0.013868481621357356	605.52311319082958	7702.0
150000	-330.832417615586	-14.990272029841199	-315.84214558574479	1073.0	64.0	1.0	0.0053259707874150275	0.0026110426629718563	0.012584647006690947	605.34151953673802	7702.0
151000	-335.78241335546085	-14.975608624370238	-320.80680473109061	1073.0	64.0	1.0	0.0073057859956559973	0.0035215229300671249	0.0073694688201484081	599.46625029521465	7702.0
152000	-331.27685056891238	-15.045420299387914	-316.23143026952448	1073.0	64.0	1.0	0.0043353928641078707	0.0018537779099553036	0.011296341175790691	594.70604421383507	7702.0
153000	-330.42434203095905	-15.015643591408455	-315.40869843955062	1073.0	64.0	1.0	0.0050197911535353043	0.0024339755433017561	0.01009152181222529	595.94177083250702	7702.0
154000	-332.57332617879371	-14.951269840922759	-317.62205633787096	1073.0	64.0	1.0	0.0053688354372574592	0.0037492517437139241	0.012902275284088688	603.70970660081525	7702.0
155000	-331.56067638886316	-15.0109457358562	-316.54973065300697	1073.0	64.0	1.0	0.0045728766441700576	0.0032130242073266954	0.0096244756429839581	609.04929291129929	7702.0
156000	-330.66820893775878	-15.019271081381953	-315.64893785637685	1073.0	64.0	1.0	0.0051376638771979156	0.0026601550903672779	0.0094536535822211422	608.36055264700201	7702.0
157000	-331.29415474918108	-14.985516955059943	-316.30863779412113	1073.0	64.0	1.0	0.0051662174770887061	0.0024108975620476128	0.013798802910838079	594.11278889633058	7702.0
158000	-333.34969699443587	-15.005459102152143	-318.34423789228373	1073.0	64.0	1.0	0.0050677833858810599	0.0017450284828390327	0.016135738014338825	593.46905411627927	7702.0
159000	-330.58123933465936	-15.00627858999241	-315.57496074466695	1073.0	64.0	1.0	0.0054636489689351142	0.0021327870792916806	0.01189686500603096	596.28089049134712	7702.0
160000	-331.0932328337575	-14.948093546904715	-316.14513928685278	1073.0	64.0	1.0	0.005807049079112973	0.0033836149418827038	0.012264299602701208	587.63091877686895	7702.0
161000	-332.02070946403944	-15.005310274274395	-317.01539918976505	1073.0	64.0	1.0	0.006013766673130091	0.0017979611269079614	0.013722144994171849	601.6974600105325	7702.0
