it	posterior	prior	BD_lik	root_age	death_age	beta	lambda_0	mu_0	mu_1	shift_ex_1	tot_length
2226000	-152.48804763911127	-15.001185989354491	-317.74307686531859	1073.0	64.0	0.43269821330531522	0.0046963559117424161	0.0018099221945297027	0.016716131583927936	584.40704457416405	7702.0
2227000	-154.79233708062816	-14.883814585780673	-323.33972776570482	1073.0	64.0	0.43269821330531522	0.0056750614020589611	0.003591908931465812	0.022857557910835411	562.78527835472676	7702.0
2228000	-151.96744520889789	-14.997998590514019	-316.54728955799305	1073.0	64.0	0.43269821330531522	0.004641404837189435	0.0025289025694573302	0.010763837286001492	560.05044802443217	7702.0
2229000	-152.1986248001011	-14.974115152093294	-317.13676051437983	1073.0	64.0	0.43269821330531522	0.004832489763121825	0.0035682120226902744	0.0090145972976429824	544.18894624528832	7702.0
2230000	-152.33015177270266	-14.934946865358413	-317.53125084063413	1073.0	64.0	0.43269821330531522	0.0060673213271288367	0.0023477225348069006	0.017886790258681028	548.73271524159111	7702.0
2231000	-152.11827187583222	-15.030068934653025	-316.82174486920906	1073.0	64.0	0.43269821330531522	0.0050301958921683708	0.0015961430759744003	0.011261377393132928	553.78540285807469	7702.0
2232000	-151.52438325759124	-14.965565302277199	-315.5982940446234	1073.0	64.0	0.43269821330531522	0.0052876168002828341	0.0031585141924340729	0.010900294228872098	568.75836892887367	7702.0
2233000	-151.78664627650036	-15.00669801545887	-316.10934377611699	1073.0	64.0	0.43269821330531522	0.0041716187329673788	0.0026102903554228872	0.010628570135183098	562.02900476170225	7702.0
2234000	-153.64288888536345	-14.98958394809992	-320.43882011462961	1073.0	64.0	0.43269821330531522	0.0036771994804856182	0.0024019352565004173	0.018670194849521662	587.50261368276165	7702.0
2235000	-152.68163982222546	-14.949124667599385	-318.31080166129772	1073.0	64.0	0.43269821330531522	0.0067153538795380685	0.0021807216761696255	0.016460626159873665	581.21748617635694	7702.0
2236000	-151.6844196671945	-14.965038113901768	-315.96936929532103	1073.0	64.0	0.43269821330531522	0.0052554704920457053	0.0025403082117283235	0.014993705691674465	581.54347841546155	7702.0
2237000	-151.65312612882454	-14.975433754822587	-315.8730222848439	1073.0	64.0	0.43269821330531522	0.0056532765402819369	0.0021298197936530736	0.014034509250285493	567.86709174321277	7702.0
2238000	-152.31392588665784	-14.990672190923252	-317.36496586557024	1073.0	64.0	0.43269821330531522	0.0063560474045006267	0.0016436169603854971	0.013669180373741079	563.14376661492065	7702.0
2239000	-153.87957914721727	-14.868881017778161	-321.26478421890795	1073.0	64.0	0.43269821330531522	0.0070954145998597812	0.0046503228763221903	0.015241268070191005	555.87297982737095	7702.0
2240000	-157.48991570826982	-14.903017350772947	-329.52966749804079	1073.0	64.0	0.43269821330531522	0.0031422012735712675	0.0055684239126842401	0.020828678222440628	550.91586101170992	7702.0
2241000	-151.59255489378606	-14.952010668453699	-315.78716995745418	1073.0	64.0	0.43269821330531522	0.0050292250735374531	0.0033796264001847071	0.011759222042838588	544.27810264561867	7702.0
2242000	-152.59090141528421	-14.92110714517537	-318.16584870658562	1073.0	64.0	0.43269821330531522	0.0044920536428164608	0.0035433722745820714	0.018299641751772334	543.93679009581467	7702.0
2243000	-152.65901758962875	-14.936732158471765	-318.28715995639919	1073.0	64.0	0.43269821330531522	0.0053118170199755507	0.0023723993940290094	0.020020630960668709	539.24879540941106	7702.0
2244000	-153.04186130048276	-14.967215414094296	-319.10149300515354	1073.0	64.0	0.43269821330531522	0.0064225926404024311	0.0025367384404139117	0.010413768454474328	535.07163777202948	7702.0
2245000	-152.13067124784985	-14.934101800274249	-317.07218848802739	1073.0	64.0	0.43269821330531522	0.0063106608880836145	0.0035760467612470583	0.010638102092528849	544.59095574313926	7702.0
2246000	-151.6039639485256	-14.968153731637411	-315.77622928726282	1073.0	64.0	0.43269821330531522	0.0047589154922419892	0.0031758900458717727	0.011216372279627037	551.08051394370614	7702.0
2247000	-151.71071898505829	-14.991797768963398	-315.96830541942859	1073.0	64.0	0.43269821330531522	0.0057155720915208885	0.0023719898326206696	0.009724267199646721	550.9079282131961	7702.0
2248000	-151.71237614414721	-14.972589141299105	-316.01652791287	1073.0	64.0	0.43269821330531522	0.006049892752131616	0.0026353751342880604	0.010230766011510179	555.840958216481	7702.0
2249000	-154.85715721110199	-14.86212768648411	-323.5396523947195	1073.0	64.0	0.43269821330531522	0.0057862259334578881	0.0054279611526399799	0.017808100788984454	562.75100538392837	7702.0
2250000	-151.54414703401383	-14.959772478115603	-315.65735738206808	1073.0	64.0	0.43269821330531522	0.0054937942308992968	0.003088687801084782	0.010899520345930851	550.84879527316423	7702.0
2251000	-152.31734862075754	-15.026096333247544	-317.29100806486628	1073.0	64.0	0.43269821330531522	0.0042799290536932183	0.0016777129824680267	0.013208308391156422	550.05499593748914	7702.0
2252000	-152.5210056210631	-14.914549817411576	-318.01946847087015	1073.0	64.0	0.43269821330531522	0.0060534251469981796	0.0043300020250066854	0.011258959318768707	542.71761633469396	7702.0
2253000	-152.66852442029219	-14.904115752817916	-318.38451010720178	1073.0	64.0	0.43269821330531522	0.0050601760568667756	0.0036243907060509481	0.0191329305908873	543.94636665626911	7702.0
2254000	-156.44292740437521	-14.955867666213864	-326.98785293649223	1073.0	64.0	0.43269821330531522	0.0091051167415868283	0.0019297182177732638	0.011156272607372248	535.99451467424944	7702.0
2255000	-153.17423097690767	-14.98083799737315	-319.37592698591567	1073.0	64.0	0.43269821330531522	0.0060617900999476899	0.0015109903770888305	0.01737726565633789	551.08452765900381	7702.0
2256000	-152.35394641306044	-14.95865967920794	-317.5314399482055	1073.0	64.0	0.43269821330531522	0.0065252989364387301	0.0031595084665672932	0.0090354012562254941	553.5484456681977	7702.0
2257000	-153.06205760054695	-14.95539326384937	-319.17549019147083	1073.0	64.0	0.43269821330531522	0.0070426081243489475	0.0032316216475461487	0.0083722094304144838	547.16497980778581	7702.0
2258000	-151.45894407057594	-14.974690728267557	-315.42596929098954	1073.0	64.0	0.43269821330531522	0.0056167845545523516	0.0022797098945814237	0.012921700332011751	561.97142785824394	7702.0
2259000	-152.72978976901999	-14.927258485431778	-318.47261450639201	1073.0	64.0	0.43269821330531522	0.0066537863212699855	0.0024880789575884529	0.017061607779216174	562.43753206448821	7702.0
2260000	-151.88743317838308	-14.955364305576129	-316.460906613882	1073.0	64.0	0.43269821330531522	0.0065887009306743157	0.0025241450381412911	0.012831510057096551	576.26783037978873	7702.0
2261000	-152.77819960290171	-14.934950323652863	-318.56671703422444	1073.0	64.0	0.43269821330531522	0.0046957612438026392	0.0045859968040124887	0.011772570831178244	570.55822568152053	7702.0
2262000	-151.725359642721	-14.939872812704152	-316.12214384971344	1073.0	64.0	0.43269821330531522	0.0060495916723061361	0.0031647864527703201	0.012581044146028168	567.5946917443157	7702.0
2263000	-152.59909803390815	-14.984464797303518	-318.03836716908899	1073.0	64.0	0.43269821330531522	0.0049146103435673359	0.0019197142456731434	0.017666256105600974	579.88492067188793	7702.0
2264000	-153.95173888883468	-14.914110901599406	-321.3270212630373	1073.0	64.0	0.43269821330531522	0.0064121329129439514	0.0050584283063055549	0.010803834263312011	592.18399331510227	7702.0
2265000	-151.69948305402613	-14.98017849228216	-315.96919136172573	1073.0	64.0	0.43269821330531522	0.0061231683511335467	0.0021706264829409014	0.013032459522538434	586.13874284565043	7702.0
2266000	-152.17019159636592	-14.981259968301504	-317.05453687940889	1073.0	64.0	0.43269821330531522	0.0054528338381014015	0.0035177823918017201	0.0086499840411793719	587.75277762451753	7702.0
2267000	-152.14715162592265	-14.930169770759813	-317.11936318614158	1073.0	64.0	0.43269821330531522	0.0058140426140748432	0.0038881870960853562	0.01274675979392232	585.46731242145938	7702.0
2268000	-152.23645688918728	-14.996793300118135	-317.17178247794561	1073.0	64.0	0.43269821330531522	0.0065418858342199291	0.0024128323632575275	0.0087058790252941849	581.07774552731155	7702.0
2269000	-151.46007498939852	-14.984415139980223	-315.40610904515108	1073.0	64.0	0.43269821330531522	0.0054165723616333549	0.0024442874266021931	0.010920926283357923	555.42467922543517	7702.0
2270000	-151.87176486703063	-14.969438780822831	-316.39216866746909	1073.0	64.0	0.43269821330531522	0.0055342811995763566	0.003168723219387575	0.0094157240741602338	549.62471618690142	7702.0
2271000	-154.27569804559252	-15.028026423679941	-321.81244881558672	1073.0	64.0	0.43269821330531522	0.0052617363155291804	0.0010648952024466191	0.017421634946185493	548.34212820578773	7702.0
2272000	-152.42931962341459	-14.949531666464711	-317.72672899840029	1073.0	64.0	0.43269821330531522	0.0052171491596482945	0.0023029017575767773	0.018322966484558584	552.01278825170709	7702.0
2273000	-153.81414412579338	-14.89959582565535	-321.04257431291688	1073.0	64.0	0.43269821330531522	0.0082074331389390513	0.0034922153028229238	0.012786777588885002	563.42299492505447	7702.0
2274000	-152.72135135483569	-14.895333626347417	-318.52689354933193	1073.0	64.0	0.43269821330531522	0.0068969211843742991	0.0032589921874108894	0.017015526747891991	549.11547840241417	7702.0
2275000	-154.10493743659893	-14.956662392670699	-321.58273541505042	1073.0	64.0	0.43269821330531522	0.0055406293568680499	0.0021117223063907937	0.017122381734899512	531.4545082410591	7702.0
2276000	-154.53975865488604	-14.860259393781259	-322.81043684954125	1073.0	64.0	0.43269821330531522	0.0058177657015137203	0.0042602811356191863	0.023275941198395097	539.88792842242833	7702.0
2277000	-154.99408083596279	-14.885707230406629	-323.8015995843611	1073.0	64.0	0.43269821330531522	0.0083963526973641796	0.0034896830131941532	0.014062863339452393	536.8572473429557	7702.0
2278000	-152.76089624841001	-14.974209777428904	-318.43599588371245	1073.0	64.0	0.43269821330531522	0.0047715764085523808	0.0034170846035403053	0.0095292402549424955	534.2804907026881	7702.0
2279000	-153.68810734411377	-14.991618993153098	-320.53862041971348	1073.0	64.0	0.43269821330531522	0.003857502297385516	0.0023525585490361775	0.014935668286642605	535.19394515111071	7702.0
2280000	-152.43753832352502	-14.901947730409788	-317.85569333069799	1073.0	64.0	0.43269821330531522	0.0056360008431852659	0.0034173278229556433	0.018517717100594185	538.37806210884503	7702.0
2281000	-153.53954415000612	-15.07083100043819	-320.01221380561446	1073.0	64.0	0.43269821330531522	0.0045019599355967891	0.0010815769143189861	0.012297696654748183	551.14921843703507	7702.0
2282000	-151.66180953554493	-14.927902952266599	-316.00293779534934	1073.0	64.0	0.43269821330531522	0.005497049781937411	0.003195932495077864	0.015064224015026377	544.50494494448537	7702.0
2283000	-151.41136147898476	-14.962709954863914	-315.34369065638271	1073.0	64.0	0.43269821330531522	0.0050669070959343887	0.0026866953423537914	0.0133727873805508	547.40628278168685	7702.0
2284000	-152.15170777934901	-14.904758691152603	-317.18861984612329	1073.0	64.0	0.43269821330531522	0.0059967432803987274	0.003426729820947284	0.016586824476007862	538.0894282329715	7702.0
2285000	-151.6962057305968	-14.925476171073175	-316.088038623393	1073.0	64.0	0.43269821330531522	0.0054339057194286037	0.0034538034160320266	0.014380721221078627	545.32382189002567	7702.0
2286000	-152.98783277677336	-14.899258628191415	-319.13368232733046	1073.0	64.0	0.43269821330531522	0.0051898258170007157	0.0035273127319429124	0.0205251168666786	548.11620914898936	7702.0
2287000	-153.81286449338714	-14.956691253055659	-320.90766490490103	1073.0	64.0	0.43269821330531522	0.0081217377137014091	0.0018691462971318772	0.012918474024657015	540.46742545974496	7702.0
2288000	-151.72752477101642	-14.974459030123811	-316.04721613305708	1073.0	64.0	0.43269821330531522	0.0044241631502466858	0.0025326633998137599	0.014479590066987154	546.40027727959898	7702.0
2289000	-152.62501281339163	-14.919031855876421	-318.24947902049411	1073.0	64.0	0.43269821330531522	0.0062621585711128734	0.0042265378781906199	0.01074934943642495	553.27947455250535	7702.0
2290000	-154.4467314957088	-14.917279154647328	-322.46366647834623	1073.0	64.0	0.43269821330531522	0.004631324442402455	0.0031547700246479988	0.022540407511180013	565.36865404597916	7702.0
2291000	-153.55490105546698	-14.900853654397233	-320.44053600756234	1073.0	64.0	0.43269821330531522	0.0071312095290988302	0.0045146906684764287	0.011225346056933323	568.7118508028351	7702.0
2292000	-153.20717663990834	-14.997092857633312	-319.4145007591074	1073.0	64.0	0.43269821330531522	0.0059238627530158548	0.0032826636912139649	0.0065070498475266643	566.13429243929772	7702.0
2293000	-154.51014809461066	-15.036132966097185	-322.33554666910425	1073.0	64.0	0.43269821330531522	0.0078066883915391084	0.0011319194510632309	0.011143172519922456	587.7260492934289	7702.0
2294000	-151.51225989536835	-14.994603531848862	-315.50316633082917	1073.0	64.0	0.43269821330531522	0.0055520029003064721	0.0025247153998109212	0.0098626030770499092	576.8211609628338	7702.0
2295000	-156.03768087607392	-15.02747280524917	-325.88581079101164	1073.0	64.0	0.43269821330531522	0.0071831337535419549	0.00084233633714074843	0.01779897234773482	574.93575098311919	7702.0
2296000	-154.11739758984365	-14.891569073435281	-321.76196766074821	1073.0	64.0	0.43269821330531522	0.0046296611776764163	0.0044173450212951276	0.020154220547076433	557.56382935636134	7702.0
2297000	-152.35424384925619	-15.025309596297106	-317.37809408530825	1073.0	64.0	0.43269821330531522	0.004883287600546818	0.0017787286634678152	0.011028048634894389	559.62358582556726	7702.0
2298000	-154.10063430544136	-15.00294677805182	-321.46582363916798	1073.0	64.0	0.43269821330531522	0.0075831020531586584	0.0020024848478260443	0.007634243170099116	538.60561525172807	7702.0
2299000	-151.74555659565164	-15.017211801022643	-315.99008405923877	1073.0	64.0	0.43269821330531522	0.0046202654636712916	0.0021026642243728334	0.010584444303180748	557.0416942245098	7702.0
2300000	-154.80260366652462	-14.901790615972228	-323.32191062651162	1073.0	64.0	0.43269821330531522	0.0090559876306235635	0.0026766379629563405	0.014854122045647247	555.55970461637776	7702.0
2301000	-154.43753899469442	-14.855201582027917	-322.58588808679951	1073.0	64.0	0.43269821330531522	0.0075545176646773238	0.0049324157266011611	0.0153167707366746	538.99517917335334	7702.0
2302000	-153.56825981830244	-15.015275026775345	-320.20697227553148	1073.0	64.0	0.43269821330531522	0.0054052017845125817	0.0030786084830333165	0.0059807476285565486	541.40059389221733	7702.0
2303000	-153.58671650671437	-15.029919691159165	-320.21578216637664	1073.0	64.0	0.43269821330531522	0.0065026146010617181	0.0018786767635361875	0.0071135733997092178	540.31006509155202	7702.0
2304000	-154.71789800173548	-14.900988075048103	-323.12800383123255	1073.0	64.0	0.43269821330531522	0.0085408158128170101	0.0023605656449223146	0.018317275294701521	548.33755809036757	7702.0
2305000	-153.18128399137839	-14.899988637521936	-319.57907636721416	1073.0	64.0	0.43269821330531522	0.0059728038668563892	0.0029370067116792692	0.021388168795467847	541.45650947087699	7702.0
2306000	-152.41630397133108	-15.014454178643923	-317.54660769938369	1073.0	64.0	0.43269821330531522	0.0052029644335278916	0.001519188863801221	0.013605882306592975	547.28875762811845	7702.0
2307000	-154.16647945174529	-15.084516865679683	-321.42948204856185	1073.0	64.0	0.43269821330531522	0.003061484549660114	0.0014810230945335667	0.012019896731873892	572.68871480820383	7702.0
2308000	-152.40157518889626	-14.92464003258209	-317.72013594913869	1073.0	64.0	0.43269821330531522	0.0067694769300326802	0.002621753797898699	0.015763308264059393	550.94579714720692	7702.0
2309000	-153.60622806491804	-15.002444978204448	-320.32437117764039	1073.0	64.0	0.43269821330531522	0.0040414586700967406	0.0040008954774928629	0.0073359898189508345	563.63843482102209	7702.0
2310000	-153.75970205840844	-15.044422003260404	-320.58204954331404	1073.0	64.0	0.43269821330531522	0.0066050577342749838	0.0011577987837104273	0.010191740279444439	550.26657837528853	7702.0
2311000	-152.34195396939617	-14.930463961759799	-317.5688870031866	1073.0	64.0	0.43269821330531522	0.0057946320099945409	0.0024712222621577394	0.018582398418009644	539.25273549360406	7702.0
2312000	-152.65867209598238	-14.928971311693051	-318.30429742751488	1073.0	64.0	0.43269821330531522	0.0071308366813679228	0.0023637947874887862	0.015798805186967468	544.50868970427871	7702.0
2313000	-151.90198225694974	-14.938982557600337	-316.53239021513423	1073.0	64.0	0.43269821330531522	0.004985040806044048	0.0038719415314600681	0.011933470151339181	548.81198447048007	7702.0
2314000	-153.39237470170551	-14.95452925291165	-319.94087609303591	1073.0	64.0	0.43269821330531522	0.0048163609333785572	0.0026408886874576638	0.01585912611699412	529.01745379163583	7702.0
2315000	-153.57258438159712	-15.002944635926372	-320.24546319976349	1073.0	64.0	0.43269821330531522	0.003630762736567263	0.0026202819679928897	0.012376535778922823	534.11489459866573	7702.0
2316000	-154.45162922688183	-14.893618205511336	-322.52966786090536	1073.0	64.0	0.43269821330531522	0.0051373784993950459	0.0041630148609132969	0.01883578364002466	511.55944294173452	7702.0
2317000	-157.51166727090634	-14.843004767932758	-329.71863094406967	1073.0	64.0	0.43269821330531522	0.0053558106857056207	0.0058600453156970487	0.02201975081116507	522.67651742039607	7702.0
2318000	-155.37342281050064	-14.901426975059834	-324.64195949041891	1073.0	64.0	0.43269821330531522	0.0037302629303583024	0.0043544672615161073	0.023180214021622982	549.31579692540686	7702.0
2319000	-152.39795293745814	-14.961902516239878	-317.6256480732041	1073.0	64.0	0.43269821330531522	0.0054777593064583453	0.0037756400128256674	0.0086420275749747311	553.63294346638907	7702.0
2320000	-152.70716938174687	-15.072965623133808	-318.08359620264321	1073.0	64.0	0.43269821330531522	0.0044721501360329412	0.0013275981195926311	0.0098817286453342437	562.88162804820081	7702.0
2321000	-152.33084312252973	-14.924477513017244	-317.55704411138271	1073.0	64.0	0.43269821330531522	0.0046969759633723176	0.0032975457205985286	0.018132210224325571	543.27858230504876	7702.0
2322000	-153.04839525152087	-14.929550908924345	-319.20363915424537	1073.0	64.0	0.43269821330531522	0.007516069899035617	0.0033223603921428355	0.010161445920646262	548.93192464417552	7702.0
2323000	-153.2893790785055	-14.882480340290027	-319.8693557825128	1073.0	64.0	0.43269821330531522	0.0058635776751160889	0.0036753927257231886	0.020822481985488087	545.7990128902386	7702.0
2324000	-152.65213222875593	-14.902665869312676	-318.34997724440836	1073.0	64.0	0.43269821330531522	0.0049877928286818128	0.004490702490548293	0.015469317094754751	548.35048654092066	7702.0
2325000	-152.81336668267008	-14.904927833312248	-318.71737531776807	1073.0	64.0	0.43269821330531522	0.0073109686612722003	0.0034753049644001099	0.013327588163231119	554.09729173634196	7702.0
2326000	-151.58030844051174	-14.983466513312573	-315.68617046915182	1073.0	64.0	0.43269821330531522	0.0053530138847559137	0.002578456131106513	0.010338550397736887	542.12934014748191	7702.0
2327000	-152.51438115409721	-14.912200425403833	-318.00958843248151	1073.0	64.0	0.43269821330531522	0.0068302349526926792	0.0037212619531241929	0.0123036180560482	557.56373278358012	7702.0
2328000	-154.9998616512944	-14.954966818702108	-323.65489508914504	1073.0	64.0	0.43269821330531522	0.0081158586829577113	0.0015107372316392482	0.017631326460118415	561.70821013307739	7702.0
2329000	-153.63059567504061	-14.941894557272176	-320.52062350418953	1073.0	64.0	0.43269821330531522	0.0051779100711637398	0.0022974226905464212	0.021200090969836039	564.50832078479107	7702.0
2330000	-152.54781781250708	-14.911289869344836	-318.0889675780677	1073.0	64.0	0.43269821330531522	0.007105323069154101	0.0032964332466928789	0.013599905132385159	556.01257030903412	7702.0
2331000	-152.66445027683682	-15.044727497910554	-318.05012950636041	1073.0	64.0	0.43269821330531522	0.0049519732067448774	0.001836526014967682	0.008218715026049931	544.69209405109734	7702.0
2332000	-154.08776515708283	-15.032963816830376	-321.36671024831412	1073.0	64.0	0.43269821330531522	0.0033216495537284865	0.0032929375056296489	0.0076391061955599889	546.86158138178087	7702.0
2333000	-152.01548622824433	-14.977833544186963	-316.70491920280369	1073.0	64.0	0.43269821330531522	0.0050610015153810918	0.0032982016800775162	0.0090121450207845902	548.88201169874856	7702.0
2334000	-154.85149414175567	-14.871569499526998	-323.50474380964857	1073.0	64.0	0.43269821330531522	0.0085163561966220148	0.0038720683648865895	0.015254842364129051	564.01982939851496	7702.0
2335000	-152.01694119129135	-14.93856697518328	-316.79902990351502	1073.0	64.0	0.43269821330531522	0.0053502243384124584	0.0029853973384698584	0.016080243498204392	573.82644246676159	7702.0
2336000	-153.97928069743796	-14.939288556963053	-321.33248500928573	1073.0	64.0	0.43269821330531522	0.0084529865631549454	0.0027773494163245284	0.0098279145245607838	550.15121119644346	7702.0
2337000	-154.17477310089919	-14.960834106925166	-321.73449002837361	1073.0	64.0	0.43269821330531522	0.0058682525307213584	0.0016188027264157029	0.021450999420918541	553.04012698648546	7702.0
2338000	-152.0549984092255	-14.920056172602465	-316.92976309994503	1073.0	64.0	0.43269821330531522	0.0049616871631916436	0.0035490897103341891	0.016513949605748351	546.44837047867793	7702.0
2339000	-151.58643736660588	-14.982153265750068	-315.70336992463331	1073.0	64.0	0.43269821330531522	0.0058248682901507276	0.0023152704774591255	0.010960783457577925	553.25418233447954	7702.0
2340000	-151.58326788694765	-14.933953912405487	-315.80743754567192	1073.0	64.0	0.43269821330531522	0.0058078664937917489	0.0031174814850425474	0.01364571149664248	549.00226067179005	7702.0
2341000	-153.37340194332484	-14.918545166162616	-319.98019062645722	1073.0	64.0	0.43269821330531522	0.0068953945625971945	0.0043740430974880786	0.0096804496644781451	563.79613949172324	7702.0
2342000	-154.98437982648721	-14.906543592778192	-323.73102528821636	1073.0	64.0	0.43269821330531522	0.0076389860036287652	0.0049168944191974118	0.0084720902418506609	545.3409718528776	7702.0
2343000	-153.21174285238979	-14.948899487762876	-319.53643235191169	1073.0	64.0	0.43269821330531522	0.0046294598505785458	0.0030182350936410066	0.015156053285402763	532.36166846226899	7702.0
2344000	-157.48407583382203	-14.910165056422992	-329.49965216703538	1073.0	64.0	0.43269821330531522	0.0031170934781449148	0.0060102981784651973	0.01731613531121174	536.98519205503101	7702.0
2345000	-151.6278738050712	-14.951920157225516	-315.86900395034928	1073.0	64.0	0.43269821330531522	0.0060248129621026346	0.0029087384583695829	0.01148859567902121	547.87549516460092	7702.0
2346000	-151.97992823075111	-15.017167463523879	-316.53183802398843	1073.0	64.0	0.43269821330531522	0.0044314550862024687	0.0022818976835146309	0.0098747991503161017	538.21202347134181	7702.0
2347000	-152.03488007536959	-14.945170367519898	-316.82522712687546	1073.0	64.0	0.43269821330531522	0.0053620819557009701	0.0038459199528956696	0.010330957746254478	546.78314754055418	7702.0
2348000	-152.62369614422096	-15.043248355347806	-317.95936187930437	1073.0	64.0	0.43269821330531522	0.0055673616212606157	0.0014563268287310252	0.0095900631812386779	550.70873547366534	7702.0
2349000	-153.34188308352375	-14.890870559616378	-319.97130625130467	1073.0	64.0	0.43269821330531522	0.0069174808741626877	0.0034524990486424845	0.01732103814571485	562.91357050797376	7702.0
2350000	-152.17194805411938	-15.020477911798283	-316.96796040511026	1073.0	64.0	0.43269821330531522	0.0041993679985278844	0.0027785054002089763	0.0086747990535932119	569.56829725825287	7702.0
2351000	-152.14268206055684	-14.958310421760494	-317.04399838137988	1073.0	64.0	0.43269821330531522	0.0060049930526849407	0.0026899134349970245	0.014042156341154403	592.5104844723661	7702.0
2352000	-151.58467501038223	-14.980533420275863	-315.703040570952	1073.0	64.0	0.43269821330531522	0.0054264758447477796	0.0028412031752617938	0.011142032893908629	589.17446022923275	7702.0
2353000	-152.35682780435008	-15.086899811901143	-317.24172592224272	1073.0	64.0	0.43269821330531522	0.0042622205533247495	0.001966530180313438	0.0078825520673172708	613.43945506987461	7702.0
2354000	-156.01700803655467	-14.911989518278634	-326.10492527897554	1073.0	64.0	0.43269821330531522	0.0048002262686791496	0.0066637292108431313	0.012818275420344652	608.97098684703178	7702.0
2355000	-153.00556290389602	-14.972180315173674	-319.00613024099766	1073.0	64.0	0.43269821330531522	0.0069542682616862937	0.0034584323910281352	0.0085072019610464688	604.3699938215974	7702.0
2356000	-152.89568125452109	-14.944701575793241	-318.81569055934278	1073.0	64.0	0.43269821330531522	0.005802769037248765	0.0043360802092475342	0.011773308202995486	612.53456597798811	7702.0
2357000	-154.09139880673845	-15.10539858834105	-321.20770538132035	1073.0	64.0	0.43269821330531522	0.0044168570979204649	0.0011595523029998217	0.014837530273922617	639.85466496081494	7702.0
2358000	-152.71270173133038	-15.03808597744899	-318.17699153922115	1073.0	64.0	0.43269821330531522	0.0069237501615962557	0.0022261800334328358	0.010791499711621994	649.66881781638131	7702.0
2359000	-155.00822262685847	-14.997704754154888	-323.57544719952676	1073.0	64.0	0.43269821330531522	0.0043180616285595904	0.00551057408549237	0.0090044774890633422	637.77871225232877	7702.0
2360000	-156.161655263179	-15.002406302525884	-326.23025614633184	1073.0	64.0	0.43269821330531522	0.0034303153634080326	0.0053607944384505548	0.011566992638914161	639.85369483034935	7702.0
2361000	-153.53577750524616	-15.073287165125318	-319.99783239784409	1073.0	64.0	0.43269821330531522	0.0048633884433112807	0.0033178555077079163	0.0069799137919324284	650.85140996050143	7702.0
2362000	-153.95027496420073	-15.075349232802502	-320.95100340385972	1073.0	64.0	0.43269821330531522	0.0058856181250037144	0.0033803545979090646	0.0070840875767015487	667.98925225297626	7702.0
2363000	-153.99804782975446	-15.048164731254635	-321.12423584345999	1073.0	64.0	0.43269821330531522	0.0067531102830130033	0.0023167219154533315	0.01025900875293756	655.33236611619452	7702.0
2364000	-153.6330776591835	-14.978760632848175	-320.4411591330047	1073.0	64.0	0.43269821330531522	0.0064834075236339392	0.0031048423294659476	0.013545503471484357	638.17238582830339	7702.0
2365000	-153.08661363497069	-15.015273075153058	-319.09385413244917	1073.0	64.0	0.43269821330531522	0.0042786888828516868	0.0035433889273632233	0.011170730029757095	632.00784446543571	7702.0
2366000	-152.76123652113699	-15.056964372161842	-318.24552982799111	1073.0	64.0	0.43269821330531522	0.0068600506792088111	0.0017804048726700874	0.0081085676866377143	622.2426865608677	7702.0
2367000	-154.74688761780445	-14.916727239688425	-323.15862667879981	1073.0	64.0	0.43269821330531522	0.0067525085043795476	0.0041119529762406069	0.017433414279318951	628.26864952201936	7702.0
2368000	-152.16955099187976	-15.035166334867689	-316.92847448909845	1073.0	64.0	0.43269821330531522	0.0064173537040770195	0.001632743808479356	0.011206428855936935	613.57496102597679	7702.0
2369000	-154.81022690931471	-14.959505641370828	-323.20614453118651	1073.0	64.0	0.43269821330531522	0.0043713517521885448	0.0026941326659055886	0.020574870962371039	596.44717226826333	7702.0
2370000	-154.61205365489033	-15.077899994500369	-322.47453160139025	1073.0	64.0	0.43269821330531522	0.0070162003622092767	0.0016281895714299018	0.0055265121658185533	594.37739783582549	7702.0
2371000	-151.5433479677377	-15.003658153089573	-315.55408738955128	1073.0	64.0	0.43269821330531522	0.0051768274431819002	0.0027135000382136408	0.01122069038093821	611.21549808274074	7702.0
2372000	-151.91433715195436	-15.051831275936312	-316.30014099329503	1073.0	64.0	0.43269821330531522	0.0041574627406210582	0.0021245845497873698	0.011095997924220969	614.37803349824912	7702.0
2373000	-153.00383516641659	-14.975525109619369	-318.99440721610597	1073.0	64.0	0.43269821330531522	0.0047744441760787567	0.0045074628321894903	0.010668944536308275	621.28399224537884	7702.0
2374000	-155.5577811140129	-15.156940411750469	-324.47751431595236	1073.0	64.0	0.43269821330531522	0.0046991868977947805	0.0017273071182957254	0.0041706820725104796	621.5843230849996	7702.0
2375000	-152.95651679130924	-14.97971451165825	-318.875368644736	1073.0	64.0	0.43269821330531522	0.0071531523582835403	0.0022826808322578499	0.014300476273068219	623.14931147941979	7702.0
2376000	-154.05251262921166	-14.910677910836156	-321.56785131025242	1073.0	64.0	0.43269821330531522	0.0061386671286097075	0.0041757907961310729	0.01652929714838839	607.86244936050559	7702.0
2377000	-152.35177243712639	-14.98818691972488	-317.45817591457603	1073.0	64.0	0.43269821330531522	0.0068125384792365523	0.0019534812178173917	0.012553938808332594	593.94888471661	7702.0
2378000	-152.08588154417509	-14.971657642799769	-316.8818813786653	1073.0	64.0	0.43269821330531522	0.0051991938013424719	0.0036375540785758866	0.010171983014440068	594.14182599853723	7702.0
